74,0,musing-01,Testimonial - Anonymous 1,Testimonial 01,"###From an anonymous slave
PRINCESS LUCINA
 
If I fell into the fires of hell  
That would suit me very well  
Consumed by passion and with fire  
BDSM is what I desire  
 
Lucina has me on a lead  
Don't rescue me I plead  
She takes me on a journey into the dark  
With her knife my body she does mark  
 
All my body she does thrill  
When I take her satanic pill  
I kneel before Lucina sitting stately on her throne  
Drinking her golden nectar it becomes my own  
 
Scratching her name on my naked chest  
Princess then flogs me, six of the best  
My balls she kicks with her feet  
Slave stands fast and does not retreat  
 
Hammering nails into my cock and ball  
She does not hesitate at all  
Delightfully watching me squirm  
Lucina hammers each nail down in turn  
 
Princess With her whip she does attack  
Leaving stripy red marks upon my back  
Then it's the turn of my helpless cock  
She connects it to the electric machine and gives it a shock  
 
How far up the electric scale  
Can I take before I dance and wail  
The electricity on my cock begins to pulsate  
Just like the fires of hell burning, it feels just great  
 
For a moment she hesitates  
Then on my balls hangs heavy weights  
Lucina wickedly kicks my stretching balls  
It doesn't bother her dark slave at all  
 
To my Owner & Mistress  
From Your dark slave  
",,1,0,16/07/15 15:33,16/07/15 15:33,Testimonial,100,mistress-04
72,0,lucina,Stunning Manchester Mistress and Domme,Princess Lucina,"<div>
    <style>
        div#pageText blockquote {
            border-radius: 10px;
            /*font-family: 'Tangerine' cursive;*/
            font-style: italic;
            background: #b21227;
            color: white;
            margin: 10px 20px;
            padding: 10px;
            /*font-size: 30px;*/
        }        
    </style>
</div>
I am a stunning lifestyle Mistress / Domme based in South Manchester. I describe Myself best as a sensual sadist offering every BDSM fantasy from the mild to the wild but always operating within a safe and consensual conditions.
>I have that broken glass feeling, a scratching inside of my veins, my blood even hurts and She can tear me to shreds
>
>**It is Lucina.**
 
I have over 10 years of experience and while I love severe play and pushing limits I also get a lot of satisfaction and pleasure from spending time and helping the novice or inexperienced submissive.  What I love most is the connection and the chemistry which can exist between a Mistress and her slave.  If you want to experience the best you will find in a Manchester Mistress then look no further.
>That flush skin, dripping sweat, causing that intense heat and iced chill. 
> 
>**It is Lucina.**
I pride myself on being able to get into the head of my submissive and you will find that often I know more about what you want than you do yourself if you place yourself in my hands.  If you are new to the scene and have never visited a Mistress before, then you will find me empathetic and highly approachable in the time we spend before the session, although when in session you will find me firm and imposing.
>Tormented restless nights with no sleep in sight, confusing head spins taking me off course, making me wish for things i don't really want, but want all the same in equal measure, it is the fear.
>
>**It is Lucina.**
 
While I can play the loud foot-stamping type of Mistress, and call you all names under the sun, my natural style is quiet, unspoken menace.  The silences and meaningful looks are as significant as the words.
>That weakness deep in my soul, pulling at me, directing me, even when I cry tears and don't want to follow, I can't fight back.
>
>**It is Lucina.**
 
I will never refer to a submissive as **stupid**, and I will happily spend time time before and after the session as I realise this can be as important to a submissive as the session itself.
>That weakness deep in my soul, pulling at me, directing me, even when I cry tears and don't want to follow, I can't fight back.  
>
>**It is Lucina.**
If you have visited Mistresses before and live near Manchester or are visiting the Manchester area, then You will immediately appreciate, when you visit me, how lucky you are to have found me, and what You have been missing.
>This is my Deity, my Lucina, I am down with the most beautiful sickness.
Click on this link to read more about [my specialities](view?screen=specialities).
Click on this link to find out [how to contact me and what I expect](view?screen=contact).
I look forward to hearing from you.Â  You will never look back.
Princess Lucina.  
(Manchester Mistress and Dominatrix).","Stunning lifestyle Mistress / Domme based in Manchester. I describe Myself best as a sensual sadist offering every BDSM fantasy from the mild to the wild but always operating within a safe and consensual conditions. If you want to experience the best you will find in a Manchester Mistress then look no further than my Chambers.
",1,0,16/07/15 15:48,16/07/15 15:48,Lucina,10,mistress-04
73,0,sarahjessica,Mistress Sarah Jessica,Sarah Jessica,"<img class='imageTop' src=""site_images/sarahjessica.jpg"">
Scottish Mistress in Manchester - Known for my sadistic ways emotionally and physically - I do enjoy the more sensual side of BDSM. I am available in these Manchester chambers a few times a month though booking me in advance will be best as I have set dates that I'll be visiting. Find out more on how to visit me by clicking the link to my website.
Contact me respectfully at by calling 07760884653
 or emailing me at <misssarahjessica@hotmail.co.uk>
[main website](http://www.misssarahjessica.com/)
",,1,0,01/01/70 00:00,01/01/70 00:00,Mistress,100,mistress-04
75,0,musing-02,Testimonial - Anonymous Slave 1,Testimonial 02,"Today was not the first time I had sessioned with Princess Lucina. I first came across her web site about six months ago and from the moment i saw the pictures of her clad in her SS Uniform I was captivated. After an exchange of emails I arranged a visit. It was wonderful. Everything and more than I had hoped for.
The second visit was even better and so today I made my third pilgrimage. I had already supplied a detailed scenario. I was to play the role of a captured British agent in Nazi occupied Europe. As I sat in my cell clutching my trousers around my waist (They had taken away my belt) I resolved that I would not give away my contact details and relied heavily on my religiious beliefs to help me. Soon I was ushered into the presence of the beautiful ""Major Monika""
With a cruel smile she ordered me to ""put my hands on my head"". As I did so my trousers dropped slowly to my ankles. As she flicked her crop around my cock and balls she told me how stupid and undignified I looked. I certainly felt it! Bravely I gave her my name rank and serial number and told her I could and would not tell her anything else. Laughing she looked me in the eyes and promised ""that before the day was out I would be licking her boots and begging for mercy. NEVER! I replied. Soon I was secured to the whipping bench. I gritted my teeth as her crop beat a tattoo of pain across my buttocks. Eventually the beating stopped. Lifting my head she looked into my eyes again. ""This is just a warm up"" she smiled. ""Ready to talk ?"" I shook my head. ""NO""
Next I found myself on the upright whipping frame. Despite my terrible predicament I could not ignore her dark beauty or the teasing glimpse of cleavage that nestled in the V of her uniform jacket. Tying a length of strong cord arround my balls she began to viscously pull and stretch my balls to the absolute limit. ""Contact name password telephone number"" she asked over and over again. Still I resisted.
Now she lit a candle and as she waited for the wax to form she repeated her questions. The hot wax was excruciating. Eventually to give myself some respite I gave her my password (not much use without the name and phone number). Still the wax dripped onto my cock and that cruel smile never left her face.
After a while the ""Major"" told me she required some lunch and would be back soon. ""Don't go away"" she called laughingly over her shoulder. I don't know how long I hung there it seemed an eternity. My throat was parched and my body ached. The sound of booted feet in the hallway heralded her return and I was consumed with terror. She carried a glass of water. Taking a sip she asked me if I would like some. ""Please"" I nodded. With a wicked grin she threw the lot in my face. ""More questions first I think"".
Now I found myself on the interrogation bench. ""What now I"" wondered. My question was soon answered as she began to attach electodes to my cock. There were still traces of water on my body. This could be interesting she giggled noticing the droplets that lingered near my cock and balls. I could feel my resolve slipping quickly away. I was right! Questions followed by jolts of electricity and still her beautiful face was wreathed in cruel smiles. I'm ashamed to say I told her evrything but still it continued. ""Just making sure"" she smiled almost apologetically.
When I was finally released I did what she promised I would. I licked her boots. I begged for mercy. Willing to do anything rather than face more pain. Her smile was now one of tirumph as she led me through a series of utterly degrading tasks to please Her, before finally allowing me to leave, broken but blissfully happy.
",,1,0,16/07/15 15:38,16/07/15 15:38,Testimonial,100,mistress-04
84,0,facilities-02,Facilities At My Chambers,Chambers,">Ultimately, the purpose of a flogging is to inflict pleasure.
*Leopold von Sacher-Masoch*
Come and visit me or one of my fellow Mistresses at my lavishly equipped Chambers in Manchester.  I offer a comfortable, pleasant and discreet environment in which to meet Your Mistress, and I provide facilities for all manner of fantasies and scenarios.
Please note that all Mistresses operating from my Chambers follow the BDSM principles of safe, sane and consensual.
The facilities available include:
- Chambers open from 10am to 7pm.
- A Greeting area where you will be met by your Mistress.
- Two fully equipped Chambers, each with its own shower.  Toilet facilities also available.
- Two cells: One small, the other larger with iron bars.  Note that any length of cell time is available within the opening hours of the Chambers.
- Discretion at all times.  You will never meet another client and your Mistress will meet you in person.
- Easy parking.
**The chambers are available for use by other Mistresses who are looking to work in the Manchester area. Please get in touch if interested.**
",,0,0,16/07/15 15:52,16/07/15 15:52,Lucina,100,mistress-04
76,0,musing-03,Testimonial - Slave Ian,Testimonial 03," <br>
##A Journey To Lucina
The fields and towns of England lie below,  
Cotton clouds float in the empty air.  
This grand perspective on my mind bestows,  
A sense of power and freedom, pure and rare.  
Yet I travel to a higher place by car,  
Beyond where man's mere instruments can measure.  
Bound towards a dark, majestic star,  
To serve and suffer for Lucina's pleasure.  
",,1,0,16/07/15 15:33,16/07/15 15:33,Testimonial,100,mistress-04
77,0,musing-04,Testimonial - Slave Paul,Testimonial 04,"<br>
##A Letter
Hello Princess Lucina. Thank you very much again for our session on yesterday. I'm sorry I couldn't e-mail you last night. I had some problems with my internet connection.
You are very beautiful. The pictures on your website look great, but they don't do you justice. I was very nervous when I arrived, but you made me feel comfortable, which I am also very grateful for. I would also like to thank you for giving me so much of your time, not only for the session itself, but with speaking to me on the telephone before-hand and of course helping me to find my way to you.
I have received the pictures. Thank you for these also. I will have a look at the website in a couple of days as you said. Eek! Once again, thank you for both your kindness and cruelty.( An experience I shall never forget ). I would love to see you again soon. This will probably have to be post-xmas though :-( Rest assured, I will let you know as soon as I am able to visit again.
Take care of yourself. Speak to you soon. Love Slave Paul xxxx
",,1,0,16/07/15 15:38,16/07/15 15:38,Testimonial,100,mistress-04
78,0,musing-05,Testimonial - Slave Phil,Testimonial 05,"<br>
##A letter
My Princess Lucina, I am writing to let you know how much I enjoyed our last session and cannot wait until the next.
Princess you are an exceptionally beautiful domme and despite your youth you are very experienced - the best I have experienced.
Princess you are very tactile and you communicate all the time with your beautiful eyes and sensual voice.
Princess I liken our sessions to a sensual roller coaster. You take me to levels I have not experienced before ? a wonderful balance of sensual and painful sensations. Absolutely wonderful. However you take great care to build up slowly but when you want, Princess, the pain can be severe, but you do it such a nice, almost soothing, way.
Princess, you are wonderful but even more wonderful in your catsuit & cape. I love to worship you all over wearing your lovely catsuit. You are so powerful in your swishy cape and I love to serve you in any way I can.
Princess I am here to please you and I will seek to do this better every time we meet.
Princess, until next time?
Your loyal slave phil
                ",,1,0,16/07/15 15:38,16/07/15 15:38,Testimonial,100,mistress-04
79,0,musings-new,Testimonials,Testimonials,"Find out from my loyal followers what it is like to visit me in my Chamber.  Follow the links below to read their testimonials:
<ul>
<li><a href='view?screen=musing-01'>Testimonial 1</a></li>
<li><a href='view?screen=musing-02'>Testimonial 2</a></li>
<li><a href='view?screen=musing-03'>Testimonial 3</a></li>
<li><a href='view?screen=musing-04'>Testimonial 4</a></li>
<li><a href='view?screen=musing-05'>Testimonial 5</a></li>
<li><a href='view?screen=musing-06'>Testimonial 6</a></li>
<ul>
",,1,0,16/07/15 15:53,16/07/15 15:53,Testimonial,50,mistress-04
80,0,musing-06,Testimonial - Thomas,Testimonial 06,"There is no doubt that the day i met Princess Lucina for the first time changed my life for ever.  After seeing many Mistresses over a long time, I have had no desire to see anyone but Her since that day, and that was nearly ten years ago.
As soon as we met i felt the power of Her quiet, calm, understated dominance.  Once W/we went into session i was totally immersed in Her and the situation.  By the time i left i was in Her spell and have never left it.
Since then She has been the strongest influence in my life, using severe punishment to ensure i do the things i need to do and has helped keep me focused both on Her and on what's important.
i am totally devoted to Her, and I don't know where i would be without Her.
### Thomas",,1,0,16/07/15 15:42,16/07/15 15:42,Testimonial,100,mistress-04
81,0,videos,Videos,Videos,"<video width=""320"" height=""240"" controls>
  <source src=""videos/pl04a.mp4"" type = ""video/mp4"">
  <source src=""videos/pl04a.ogv"" type = ""video/ogg"">
  Your browser does not support the video tag.
</video>",,0,0,16/07/15 15:42,16/07/15 15:42,Mistress,100,video-01
82,0,crimson,Mistress Crimson,Mistress Crimson,"<img class='imageTop' src=""site_images/crimson.jpg"">
Mistress Crimson is a sexy sultry Red-headed  Manchester Mistress. A tall,  slim and imaginative Manchester Dominatrix.
 
A naturally Dominant Manchester Mistress  who is intelligent, cultured and well educated.
Mistress Crimson has a passion for tormenting subbies, slaves, sissies, sluts,
puppies and all manner of perverts.
 
Specialising in StrapOn, Domination, Humiliation, Corporal Punishment, CBT, Spanking, Foot Fetish,  Arse Worship,  Anal Play, Smoking Fetish, Sissification and much more.
 
Sadistically sensuous, whip smart and mercurial, with a wicked sense of humour.
With ten years experience in the lifestyle both privately and publicly,
Mistress Crimson is both creative and imaginative.
 
This Manchester Mistress has a deep and husky voice, which will  be used to humiliate and control you.
 
Mistress Crimson?s personality is inherently dominant who
enjoys having control over a submissive and making their fantasies come true.
 
Standing at 5'7"" without heels, slender, leggy and sassy, Mistress Crimson adores corsets, stockings and heals.
 
I do not offer sexual services so don't ask !!!
 
[mistresscrimson@outlook.com](mailto:mistresscrimson@outlook.com ""Mistress Crimson"")  
07459 015 745  
<a href=""https://twitter.com/CrimsonMistress"" class=""twitter-follow-button"" data-show-count=""false"">Follow @CrimsonMistress</a>
<script>!function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0],p=/^http:/.test(d.location)?'http':'https';if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=p+'://platform.twitter.com/widgets.js';fjs.parentNode.insertBefore(js,fjs);}}(document, 'script', 'twitter-wjs');
</script>",,1,0,01/01/70 00:00,01/01/70 00:00,Mistress,100,mistress-04
83,0,courtney,Miss Courtney,Miss Courtney,"<img class='imageTop' src=""site_images/courtney.jpg"">
Mistress Courtney
I offer BDSM sessions for men who like to explore their submissive side by worshipping their Mistress. Demanding and strict, yet seductive and soft, I am often classed as 'Posh Totty'. Manipulative, pampered, naturally dominant, you will respect Me and do as I say. Obedience will earn you encouragement and treats. I love what I do and I always get what I want from men by using My mind and body.
So what can you expect to experience in My sessions? The list is extensive but here are a few examples of what I will and will not do:
YES:  Smoking Fetish, Role Play, Sploshing, Tease and Denial, Foot or Heel Worship, Nylon Fetish, SPH, Age Play (adult babies welcome but no soiling!), Verbal Degradation, Spanking and Tickle Torture 
Please contact Me with any requests for options you do not see here.
NO: Hard Sports, Toilet Shows or any kind of Sexual Intercourse.
You must arrive clean and respectful. 
During initial conversations, you will find Me warm, understanding and approachable, but do not take this lightly, My sessions will take you to another world filled with ecstasy, darkness, pleasure and pain. 
You can pay tribute to Me via my Amazon [wishlist](http://www.amazon.co.uk/registry/wishlist/10WTL6EFMCRLW) or you can buy Me a present before our session and bring it with you. This will guarantee you a smile, a hug (maybe!) and a move to the top of My favourites list. I love make-up, perfume, handbags and shoes (size 3). Worship Me and prove your worth by showing your commitment to our Domme-sub relationship. 
You can email Me at courtneymorganuk@gmail.com  
You can find me on Twitter: @MissCourtneyM  
You can find my website [here](http://www.misscourtney.co.uk/)  
You can call me on: 07778 410 830",,1,1,19/07/15 16:22,19/07/15 16:22,Mistress,100,mistress-04
85,0,gallery-01,Gallery 1,Gallery 1,,,1,1,16/07/15 15:35,16/07/15 15:35,Gallery,80,mistress-04
86,0,cecile,Mistress CÃ©cile Paradis,CÃ©cile Paradis,"<img class='imageTop' src=""site_images/cecile.jpg"">
**Mistress CÃ©cile Paradis is a tall, feminine Dominatrix with experience in many areas of BDSM and Fetishism.**
I worked in elegant chÃ¢teaux and dungeons in Paris and Switzerland. I am now accepting applications from dedicated and respectful submissives in Manchester, at a fully-equipped dungeon. I accept both novice and experienced slaves and subs.
My long legs, blue eyes, high-arched feet and french accent will enchant your senses. My soft voice and quiet personality counterbalance with My sadistic tendencies and will leave you begging for more. I will test your boundaries and introduce you to My own fetishes and fantasies for added ecstasy.
I expect to be treated with respect at all times. My interests are varied, all scenarios and fantasies can be discussed with Me prior to your session.
[www.mistresscecile.co.uk](http://www.mistresscecile.co.uk)
<contact@mistresscecile.co.uk>",,1,0,16/07/15 19:56,16/07/15 19:56,Mistress,100,mistress-04
